base_month;account_id;account_status;feature_status;segment;region;service_level;consumption;cost;revenue
01/10/2024;8877711;Assinante;Assinante;C;SP;0.855;97,00;28,13;13579999999999900,00
01/10/2024;8893695;Assinante;Trial;C;RJ;0.843;23,00;6,67;0,00
01/10/2024;8921478;Assinante;Trial;C;MG;0.851;217,00;6292999999999990,00;0,00
01/10/2024;8922747;Assinante;Trial;C;SP;0.809;6,00;17399999999999900,00;0,00
01/10/2024;8959575;Assinante;Assinante;C;SP;0.851;14,00;4,06;19,60
01/10/2024;9004098;Assinante;Trial;C;RJ;0.885;11,00;3,19;0,00
01/10/2024;9026751;Assinante;Trial;C;SP;0.826;6,00;17399999999999900,00;0,00
01/10/2024;9033420;Assinante;Trial;C;SP;0.834;12,00;34799999999999900,00;0,00
01/10/2024;9039279;Assinante;Trial;C;SP;0.885;11,00;3,19;0,00
01/10/2024;9068304;Assinante;Trial;C;SP;0.834;24,00;6959999999999990,00;0,00
01/10/2024;9068655;Assinante;Trial;C;PB;0.826;101,00;29,29;0,00
01/10/2024;9075324;Assinante;Assinante;C;PB;0.843;106,00;30,74;14839999999999900,00
01/10/2024;9078456;Assinante;Trial;C;PB;0.855;111,00;32,19;0,00
01/10/2024;9078834;Assinante;Trial;C;MG;0.826;3,00;0,87;0,00
01/10/2024;9089823;Assinante;Trial;C;SP;0.847;66,00;19,14;0,00
01/10/2024;9115770;Assinante;Trial;B;SP;0.855;200,00;5799999999999990,00;0,00
01/10/2024;9120063;Assinante;Trial;C;MG;0.826;63,00;18,27;0,00
01/10/2024;9124194;Assinante;Trial;C;SP;0.868;52,00;15079999999999900,00;0,00
01/10/2024;9157620;Assinante;Trial;C;CE;0.821;38,00;11,02;0,00
01/10/2024;9160212;Assinante;Trial;C;RJ;0.86;84,00;24,36;0,00
01/10/2024;9171822;Assinante;Trial;C;CE;0.847;25,00;7249999999999990,00;0,00
01/10/2024;9174846;Assinante;Trial;C;MG;0.804;359,00;104,11;0,00
01/10/2024;9178437;Assinante;Trial;B;SP;0.855;20,00;5,80;0,00
01/10/2024;9187428;Assinante;Trial;C;SP;0.834;44,00;12,76;0,00
01/10/2024;9193881;Assinante;Trial;C;RJ;0.817;37,00;10,73;0,00
01/10/2024;9232464;Assinante;Assinante;C;RJ;0.834;27,00;7829999999999990,00;37,80
01/10/2024;9260949;Assinante;Trial;C;SP;0.847;24,00;6959999999999990,00;0,00
01/10/2024;9261300;Assinante;Assinante;C;RJ;0.851;5,00;1,45;7,00
01/10/2024;9267456;Desistente;Trial;B;RJ;0.86;79,00;22,91;0,00
01/10/2024;9276582;Assinante;Trial;C;SP;0.843;29,00;8,41;0,00
01/10/2024;9279363;Assinante;Trial;C;SP;0.877;26,00;7539999999999990,00;0,00
01/10/2024;9302502;Assinante;Assinante;C;PB;0.843;14,00;4,06;19,60
01/10/2024;9323508;Assinante;Trial;C;RJ;0.872;19,00;5,51;0,00
01/10/2024;9392250;Assinante;Trial;C;SP;0.877;56,00;16,24;0,00
01/10/2024;9398487;Assinante;Trial;C;SP;0.847;14,00;4,06;0,00
01/10/2024;9407721;Assinante;Trial;C;PB;0.864;30,00;8,70;0,00
01/10/2024;9424191;Assinante;Assinante;C;PB;0.847;26,00;7539999999999990,00;36,40
01/10/2024;9433722;Assinante;Trial;C;MG;0.877;68,00;19,72;0,00
01/10/2024;9443820;Assinante;Trial;C;SP;0.847;35,00;10,15;0,00
01/10/2024;9444414;Assinante;Trial;C;MG;0.851;2268,00;6577199999999990,00;0,00
01/10/2024;9457374;Assinante;Trial;C;SP;0.847;36,00;10,44;0,00
01/10/2024;9461478;Assinante;Trial;C;SP;0.851;1,00;0,29;0,00
01/10/2024;9477327;Assinante;Trial;B;SP;0.864;28,00;8,12;0,00
01/10/2024;9483996;Assinante;Trial;C;MG;0.838;63,00;18,27;0,00
01/10/2024;9487074;Assinante;Trial;C;PB;0.843;29,00;8,41;0,00
01/10/2024;9509079;Assinante;Trial;C;PB;0.817;17,00;4,93;0,00
01/10/2024;9527574;Assinante;Trial;C;SP;0.826;170,00;49,30;0,00
01/10/2024;9533136;Assinante;Trial;C;RJ;0.851;21,00;6,09;0,00
01/10/2024;9550632;Assinante;Trial;C;SP;0.843;30,00;8,70;0,00
01/10/2024;9552846;Assinante;Trial;C;RJ;0.843;31,00;8,99;0,00
01/10/2024;9599286;Assinante;Trial;C;SP;0.817;6,00;17399999999999900,00;0,00
01/10/2024;9603660;Assinante;Trial;C;SP;0.872;31,00;8,99;0,00
01/10/2024;9627339;Assinante;Assinante;C;PB;0.864;9,00;2,61;12,60
01/10/2024;9670512;Assinante;Trial;C;MG;0.838;38,00;11,02;0,00
01/10/2024;9672429;Assinante;Trial;B;RJ;0.838;125,00;36,25;0,00
01/10/2024;9697701;Assinante;Trial;C;RJ;0.851;11,00;3,19;0,00
01/10/2024;9732450;Assinante;Trial;C;SP;0.813;45,00;13,05;0,00
01/10/2024;9752565;Assinante;Trial;C;MG;0.817;7,00;2,03;0,00
01/10/2024;9759639;Assinante;Trial;C;CE;0.894;12,00;34799999999999900,00;0,00
01/10/2024;9765552;Desistente;Trial;C;SP;0.868;63,00;18,27;0,00
01/10/2024;9774408;Assinante;Trial;C;PB;0.851;39,00;11,31;0,00
01/10/2024;9777108;Assinante;Assinante;C;PB;0.881;67,00;19,43;93,80
01/10/2024;9809265;Assinante;Trial;C;RJ;0.821;31,00;8,99;0,00
01/10/2024;9816285;Assinante;Trial;C;SP;0.826;2,00;0,58;0,00
01/10/2024;9827463;Assinante;Trial;B;RJ;0.851;28,00;8,12;0,00
01/10/2024;9848199;Assinante;Trial;C;SP;0.868;8,00;2,32;0,00
01/10/2024;9868854;Assinante;Trial;C;MG;0.838;14,00;4,06;0,00
01/10/2024;9870312;Assinante;Assinante;C;SP;0.817;13,00;3,77;18,20
01/10/2024;9871311;Assinante;Trial;C;SP;0.834;103,00;29,87;0,00
01/10/2024;9905925;Assinante;Trial;C;PB;0.872;13,00;3,77;0,00
01/10/2024;9908571;Assinante;Assinante;C;PB;0.877;113,00;32,77;158,20
01/10/2024;9939081;Assinante;Assinante;C;MG;0.83;18,00;5,22;25,20
01/10/2024;9985359;Assinante;Trial;C;PB;0.834;21,00;6,09;0,00
01/10/2024;10000317;Assinante;Trial;C;SP;0.868;108,00;31,32;0,00
01/10/2024;10001586;Assinante;Trial;C;SP;0.83;27,00;7829999999999990,00;0,00
01/10/2024;10010361;Assinante;Trial;C;RJ;0.851;9,00;2,61;0,00
01/10/2024;10017057;Assinante;Trial;C;CE;0.821;16,00;4,64;0,00
01/10/2024;10025562;Assinante;Assinante;C;RJ;0.83;16,00;4,64;22,40
01/10/2024;10035336;Assinante;Trial;C;PB;0.855;12,00;34799999999999900,00;0,00
01/10/2024;10051833;Assinante;Trial;C;RJ;0.838;24,00;6959999999999990,00;0,00
01/10/2024;10054182;Assinante;Trial;C;PB;0.877;60,00;17,40;0,00
01/10/2024;10055721;Assinante;Trial;B;SP;0.851;20,00;5,80;0,00
01/10/2024;10069896;Assinante;Trial;C;RJ;0.877;114,00;33059999999999900,00;0,00
01/10/2024;10073271;Assinante;Trial;C;RJ;0.877;33,00;9,57;0,00
01/10/2024;10073433;Assinante;Trial;C;PB;0.847;14,00;4,06;0,00
01/10/2024;10086609;Assinante;Trial;C;RJ;0.872;5,00;1,45;0,00
01/10/2024;10097733;Assinante;Trial;C;RJ;0.86;8,00;2,32;0,00
01/10/2024;10109694;Assinante;Trial;C;RJ;0.86;45,00;13,05;0,00
01/10/2024;10116957;Assinante;Trial;C;SP;0.834;22,00;6,38;0,00
01/10/2024;10119441;Assinante;Trial;C;PB;0.864;66,00;19,14;0,00
01/10/2024;10126650;Assinante;Trial;C;PB;0.872;13,00;3,77;0,00
01/10/2024;10131159;Assinante;Trial;C;PB;0.864;13,00;3,77;0,00
01/10/2024;10133967;Assinante;Trial;C;RJ;0.881;8,00;2,32;0,00
01/10/2024;10156836;Assinante;Trial;C;CE;0.868;293,00;84,97;0,00
01/10/2024;10166772;Trial Expirado;Trial;C;MG;0.86;1,00;0,29;0,00
01/10/2024;10186266;Assinante;Trial;C;PB;0.851;32,00;9,28;0,00
01/10/2024;10198092;Assinante;Trial;C;RJ;0.83;47,00;13,63;0,00
01/10/2024;10199631;Assinante;Trial;C;SP;0.843;24,00;6959999999999990,00;0,00
01/10/2024;10213131;Assinante;Assinante;C;PB;0.826;19,00;5,51;26,60
01/10/2024;10233354;Trial Expirado;Trial;;SP;0.804;7,00;2,03;0,00
01/10/2024;10252524;Assinante;Trial;C;CE;0.834;3,00;0,87;0,00
01/10/2024;10252902;Assinante;Trial;C;PB;0.851;30,00;8,70;0,00
01/10/2024;10263081;Assinante;Trial;C;SP;0.864;88,00;25,52;0,00
01/10/2024;10274691;Assinante;Trial;C;PB;0.809;12,00;34799999999999900,00;0,00
01/10/2024;10304445;Assinante;Trial;B;MG;0.821;113,00;32,77;0,00
01/10/2024;10314948;Assinante;Trial;C;SP;0.868;93,00;26,97;0,00
01/10/2024;10331229;Assinante;Trial;C;RJ;0.847;40,00;11,60;0,00
01/10/2024;10334577;Assinante;Trial;C;RJ;0.826;14,00;4,06;0,00
01/10/2024;10340328;Assinante;Trial;C;RJ;0.86;33,00;9,57;0,00
01/10/2024;10346403;Assinante;Trial;C;PB;0.826;60,00;17,40;0,00
01/10/2024;10348455;Assinante;Trial;C;SP;0.911;22,00;6,38;0,00
01/10/2024;10355151;Assinante;Trial;C;PB;0.817;24,00;6959999999999990,00;0,00
01/10/2024;10365735;Assinante;Trial;C;RJ;0.872;18,00;5,22;0,00
01/10/2024;10372836;Assinante;Trial;C;SP;0.847;10,00;2,90;0,00
01/10/2024;10404237;Assinante;Trial;C;SP;0.919;19,00;5,51;0,00
01/10/2024;10407801;Assinante;Trial;C;SP;0.864;6,00;17399999999999900,00;0,00
01/10/2024;10426809;Assinante;Trial;C;SP;0.826;181,00;52,49;0,00
01/10/2024;10432992;Assinante;Trial;C;MG;0.847;83,00;24,07;0,00
01/10/2024;10444413;Assinante;Trial;C;SP;0.847;79,00;22,91;0,00
01/10/2024;10459695;Assinante;Trial;C;SP;0.872;31,00;8,99;0,00
01/10/2024;10460208;Assinante;Trial;C;SP;0.838;76,00;22,04;0,00
01/10/2024;10470765;Assinante;Trial;C;CE;0.821;24,00;6959999999999990,00;0,00
01/10/2024;10483509;Assinante;Trial;C;SP;0.83;85,00;24,65;0,00
01/10/2024;10484508;Assinante;Trial;C;SP;0.864;181,00;52,49;0,00
01/10/2024;10494795;Assinante;Trial;B;RJ;0.847;272,00;78,88;0,00
01/10/2024;10512426;Assinante;Trial;C;SP;0.821;177,00;51,33;0,00
01/10/2024;10522470;Assinante;Trial;C;SP;0.851;35,00;10,15;0,00
01/10/2024;10522875;Assinante;Trial;B;SP;0.868;841,00;243,89;0,00
01/10/2024;10526331;Assinante;Trial;C;RJ;0.851;23,00;6,67;0,00
01/10/2024;10528572;Assinante;Assinante;C;SP;0.821;18,00;5,22;25,20
01/10/2024;10621209;Assinante;Trial;C;RJ;0.855;1023,00;296,67;0,00
01/10/2024;10638921;Assinante;Assinante;C;PB;0.847;517,00;14992999999999900,00;723,80
01/10/2024;10647210;Assinante;Trial;C;RJ;0.834;423,00;122,67;0,00
01/10/2024;10655418;Assinante;Trial;C;SP;0.838;36,00;10,44;0,00
01/10/2024;10685577;Assinante;Trial;C;PB;0.864;24,00;6959999999999990,00;0,00
01/10/2024;10691517;Assinante;Trial;C;PB;0.868;26,00;7539999999999990,00;0,00
01/10/2024;10697214;Assinante;Trial;B;SP;0.838;1361,00;394,69;0,00
01/10/2024;10700913;Assinante;Assinante;C;MG;0.86;21,00;6,09;29,40
01/10/2024;10737552;Assinante;Trial;C;SP;0.83;6,00;17399999999999900,00;0,00
01/10/2024;10740657;Assinante;Trial;C;CE;0.847;286,00;82,94;0,00
01/10/2024;10761690;Assinante;Trial;C;SP;0.826;62,00;17,98;0,00
01/10/2024;10785018;Assinante;Trial;C;SP;0.86;63,00;18,27;0,00
01/10/2024;10793172;Assinante;Assinante;B;SP;0.847;97,00;28,13;13579999999999900,00
01/10/2024;10797141;Assinante;Trial;C;MG;0.872;9,00;2,61;0,00
01/10/2024;10801299;Assinante;Trial;C;SP;0.834;130,00;37,70;0,00
01/10/2024;10811775;Assinante;Trial;C;RJ;0.868;6,00;17399999999999900,00;0,00
01/10/2024;10817094;Assinante;Assinante;B;SP;0.881;204,00;59,16;285,60
01/10/2024;10847199;Assinante;Assinante;C;RJ;0.83;1,00;0,29;1,40
01/10/2024;10860564;Assinante;Trial;C;SP;0.872;63,00;18,27;0,00
01/10/2024;10874361;Assinante;Trial;C;RJ;0.868;43,00;12,47;0,00
01/10/2024;10911621;Assinante;Trial;C;SP;0.855;5,00;1,45;0,00
01/10/2024;10921935;Assinante;Trial;C;SP;0.843;25,00;7249999999999990,00;0,00
01/10/2024;10922232;Assinante;Trial;C;MG;0.86;21,00;6,09;0,00
01/10/2024;10925769;Assinante;Trial;C;PB;0.851;2,00;0,58;0,00
01/10/2024;10936434;Trial;Trial;C;MG;0.826;0,00;0,00;0,00
01/10/2024;10946019;Assinante;Trial;C;SP;0.834;96,00;27,84;0,00
01/10/2024;10952958;Assinante;Assinante;B;SP;0.855;699,00;202,71;978,60
01/10/2024;10956738;Assinante;Assinante;C;MG;0.826;7,00;2,03;9,80
01/10/2024;10969212;Assinante;Assinante;C;MG;0.804;45,00;13,05;6299999999999990,00
01/10/2024;10984629;Assinante;Assinante;C;SP;0.838;44,00;12,76;61,60
01/10/2024;10990920;Assinante;Trial;C;SP;0.834;86,00;24,94;0,00
01/10/2024;11000694;Assinante;Trial;C;CE;0.847;18,00;5,22;0,00
01/10/2024;11006904;Assinante;Trial;C;RJ;0.843;31,00;8,99;0,00
01/10/2024;11013411;Assinante;Trial;C;PB;0.834;41,00;11,89;0,00
01/10/2024;11025912;Assinante;Trial;C;RJ;0.851;20,00;5,80;0,00
01/10/2024;11055477;Assinante;Trial;C;PB;0.847;2,00;0,58;0,00
01/10/2024;11056152;Trial Expirado;Trial;C;RJ;0.851;17,00;4,93;0,00
01/10/2024;11079372;Assinante;Trial;C;SP;0.885;37,00;10,73;0,00
01/10/2024;11083908;Assinante;Trial;C;SP;0.83;7,00;2,03;0,00
01/10/2024;11126757;Assinante;Assinante;C;SP;0.864;6,00;17399999999999900,00;8399999999999990,00
01/10/2024;11139312;Assinante;Trial;C;SP;0.872;73,00;21,17;0,00
01/10/2024;11141769;Assinante;Trial;C;SP;0.855;726,00;210,54;0,00
01/10/2024;11146656;Assinante;Trial;C;RJ;0.83;32,00;9,28;0,00
01/10/2024;11172387;Assinante;Trial;C;SP;0.851;7,00;2,03;0,00
01/10/2024;11180379;Assinante;Trial;C;RJ;0.885;21,00;6,09;0,00
01/10/2024;11180757;Assinante;Trial;C;SP;0.834;31,00;8,99;0,00
01/10/2024;11187075;Assinante;Trial;B;SP;0.843;17,00;4,93;0,00
01/10/2024;11187399;Assinante;Trial;C;CE;0.855;273,00;7916999999999990,00;0,00
01/10/2024;11190801;Assinante;Assinante;C;SP;0.86;56,00;16,24;7839999999999990,00
01/10/2024;11200926;Assinante;Trial;C;RJ;0.847;17,00;4,93;0,00
01/10/2024;11213967;Desistente;Trial;C;SP;0.83;22,00;6,38;0,00
01/10/2024;11218854;Assinante;Assinante;C;CE;0.877;442,00;12817999999999900,00;618,80
01/10/2024;11228709;Assinante;Trial;C;PB;0.868;58,00;16,82;0,00
01/10/2024;11244504;Assinante;Trial;C;SP;0.817;55,00;15,95;0,00
01/10/2024;11253009;Assinante;Trial;C;SP;0.847;183,00;5306999999999990,00;0,00
01/10/2024;11257626;Assinante;Trial;C;SP;0.855;40,00;11,60;0,00
01/10/2024;11262459;Assinante;Trial;C;RJ;0.851;23,00;6,67;0,00
01/10/2024;11270019;Assinante;Trial;C;SP;0.889;27,00;7829999999999990,00;0,00
01/10/2024;11277012;Assinante;Trial;C;SP;0.83;11,00;3,19;0,00
01/10/2024;11283627;Assinante;Assinante;B;SP;0.86;218,00;63,22;305,20
01/10/2024;11330418;Assinante;Trial;C;PB;0.855;55,00;15,95;0,00
01/10/2024;11342757;Assinante;Trial;C;SP;0.885;13,00;3,77;0,00
01/10/2024;11356311;Assinante;Trial;C;SP;0.855;54,00;15659999999999900,00;0,00
01/10/2024;11359767;Assinante;Assinante;C;PB;0.826;6,00;17399999999999900,00;8399999999999990,00
01/10/2024;11391168;Assinante;Trial;C;RJ;0.843;16,00;4,64;0,00
01/10/2024;11425134;Desistente;Trial;C;SP;0.847;47,00;13,63;0,00
01/10/2024;11445141;Assinante;Assinante;C;RJ;0.809;21,00;6,09;29,40
01/10/2024;11456697;Assinante;Trial;C;MG;0.864;6,00;17399999999999900,00;0,00
01/10/2024;11458560;Assinante;Trial;C;RJ;0.826;18,00;5,22;0,00
01/10/2024;11476677;Assinante;Trial;C;SP;0.817;23,00;6,67;0,00
01/10/2024;11487855;Assinante;Trial;C;RJ;0.817;125,00;36,25;0,00
01/10/2024;11509860;Assinante;Trial;C;RJ;0.864;80,00;23,20;0,00
01/10/2024;11524953;Assinante;Trial;C;RJ;0.843;43,00;12,47;0,00
01/10/2024;11549577;Assinante;Assinante;C;SP;0.83;14,00;4,06;19,60
01/10/2024;11549658;Assinante;Trial;C;RJ;0.864;3,00;0,87;0,00
01/10/2024;11558973;Assinante;Trial;C;SP;0.838;47,00;13,63;0,00
01/10/2024;11559621;Assinante;Trial;C;PB;0.821;62,00;17,98;0,00
01/10/2024;11575362;Assinante;Trial;C;SP;0.911;6,00;17399999999999900,00;0,00
01/10/2024;11593722;Assinante;Trial;C;SP;0.834;2,00;0,58;0,00
01/10/2024;11599041;Assinante;Trial;C;SP;0.834;89,00;25,81;0,00
01/10/2024;11599230;Assinante;Trial;C;PB;0.868;35,00;10,15;0,00
01/10/2024;11629038;Assinante;Trial;C;SP;0.847;10,00;2,90;0,00
01/10/2024;11640108;Assinante;Trial;C;SP;0.881;9,00;2,61;0,00
01/10/2024;11654904;Assinante;Trial;C;CE;0.851;90,00;26,10;0,00
01/10/2024;11659197;Assinante;Trial;C;SP;0.817;39,00;11,31;0,00
01/10/2024;11680041;Assinante;Assinante;C;RJ;0.843;29,00;8,41;40,60
01/10/2024;11701884;Assinante;Trial;C;RJ;0.817;35,00;10,15;0,00
01/10/2024;11702748;Assinante;Trial;B;SP;0.843;83,00;24,07;0,00
01/10/2024;11723403;Assinante;Trial;C;SP;0.864;10,00;2,90;0,00
01/10/2024;11723538;Assinante;Trial;C;RJ;0.877;57,00;16529999999999900,00;0,00
01/10/2024;11723889;Assinante;Trial;B;SP;0.851;72,00;20,88;0,00
01/10/2024;11726400;Assinante;Trial;C;PB;0.894;54,00;15659999999999900,00;0,00
01/10/2024;11732286;Assinante;Assinante;C;RJ;0.855;44,00;12,76;61,60
01/10/2024;11783235;Assinante;Trial;C;SP;0.877;328,00;95,12;0,00
01/10/2024;11792037;Assinante;Trial;C;MG;0.843;20,00;5,80;0,00
01/10/2024;11804619;Assinante;Trial;C;PB;0.847;32,00;9,28;0,00
01/10/2024;11810829;Assinante;Trial;C;CE;0.847;22,00;6,38;0,00
01/10/2024;11813502;Assinante;Assinante;C;SP;0.804;52,00;15079999999999900,00;72,80
01/10/2024;11818119;Assinante;Assinante;C;PB;0.855;15,00;4,35;21,00
01/10/2024;11871228;Assinante;Trial;B;MG;0.838;2,00;0,58;0,00
01/10/2024;11871876;Assinante;Trial;B;RJ;0.838;375,00;108,75;0,00
01/10/2024;11890992;Assinante;Trial;C;MG;0.864;92,00;26,68;0,00
01/10/2024;11905869;Assinante;Trial;C;RJ;0.855;31,00;8,99;0,00
01/10/2024;11909595;Assinante;Trial;C;SP;0.843;40,00;11,60;0,00
01/10/2024;11920638;Assinante;Trial;C;MG;0.83;48,00;13919999999999900,00;0,00
01/10/2024;11921826;Assinante;Trial;B;MG;0.838;104,00;30,16;0,00
01/10/2024;11932572;Assinante;Trial;C;RJ;0.843;7,00;2,03;0,00
01/10/2024;11936001;Assinante;Trial;C;RJ;0.826;75,00;21,75;0,00
01/10/2024;11937756;Assinante;Trial;C;MG;0.851;10,00;2,90;0,00
01/10/2024;11940753;Assinante;Trial;B;SP;0.847;52,00;15079999999999900,00;0,00
01/10/2024;11946072;Assinante;Trial;C;PB;0.817;154,00;44,66;0,00
01/10/2024;11951013;Assinante;Trial;C;CE;0.872;8,00;2,32;0,00
01/10/2024;11968428;Assinante;Trial;C;SP;0.834;29,00;8,41;0,00
01/10/2024;11981901;Assinante;Trial;B;SP;0.86;42,00;12,18;0,00
01/10/2024;11984682;Assinante;Trial;C;RJ;0.864;138,00;40,02;0,00
01/10/2024;12005013;Assinante;Assinante;C;SP;0.898;57,00;16529999999999900,00;79,80
01/10/2024;12009009;Assinante;Trial;C;SP;0.838;33,00;9,57;0,00
01/10/2024;12014139;Assinante;Assinante;C;SP;0.817;73,00;21,17;102,20
01/10/2024;12018378;Assinante;Trial;C;SP;0.834;11,00;3,19;0,00
01/10/2024;12021051;Assinante;Trial;B;RJ;0.86;0,00;0,00;0,00
01/10/2024;12021888;Assinante;Trial;C;SP;0.894;112,00;32,48;0,00
01/10/2024;12031932;Assinante;Trial;C;MG;0.894;25,00;7249999999999990,00;0,00
01/10/2024;12063468;Assinante;Trial;C;PB;0.826;34,00;9,86;0,00
01/10/2024;12078264;Assinante;Trial;C;SP;0.83;54,00;15659999999999900,00;0,00
01/10/2024;12079587;Assinante;Trial;C;SP;0.864;12,00;34799999999999900,00;0,00
01/10/2024;12080856;Assinante;Trial;C;PB;0.847;157,00;45,53;0,00
01/10/2024;12085608;Assinante;Assinante;C;PB;0.847;8,00;2,32;11,20
01/10/2024;12094140;Assinante;Trial;C;RJ;0.813;50,00;14499999999999900,00;0,00
01/10/2024;12094248;Assinante;Trial;B;SP;0.826;263,00;76,27;0,00
01/10/2024;12096543;Assinante;Trial;B;SP;0.826;84,00;24,36;0,00
01/10/2024;12116496;Assinante;Trial;C;RJ;0.872;6,00;17399999999999900,00;0,00
01/10/2024;12149436;Assinante;Assinante;B;RJ;0.864;80,00;23,20;112,00
01/10/2024;12171846;Assinante;Trial;C;SP;0.851;86,00;24,94;0,00
01/10/2024;12174951;Assinante;Assinante;C;RJ;0.838;2,00;0,58;2,80
01/10/2024;12178650;Assinante;Assinante;C;CE;0.847;33,00;9,57;46,20
01/10/2024;12183078;Assinante;Trial;C;RJ;0.83;4,00;1,16;0,00
01/10/2024;12187290;Assinante;Assinante;C;CE;0.851;90,00;26,10;126,00
01/10/2024;12228411;Assinante;Trial;B;SP;0.843;86,00;24,94;0,00
01/10/2024;12232407;Desistente;Trial;B;RJ;0.889;50,00;14499999999999900,00;0,00
01/10/2024;12233973;Assinante;Assinante;C;SP;0.877;21,00;6,09;29,40
01/10/2024;12237969;Trial;Trial;;RJ;0.847;1,00;0,29;0,00
01/10/2024;12298881;Assinante;Trial;C;MG;0.847;8,00;2,32;0,00
01/10/2024;12303633;Assinante;Trial;C;RJ;0.868;4,00;1,16;0,00
01/10/2024;12321102;Assinante;Trial;C;PB;0.86;0,00;0,00;0,00
01/10/2024;12322236;Assinante;Trial;C;RJ;0.86;162,00;46,98;0,00
01/10/2024;12325962;Assinante;Trial;C;SP;0.826;3,00;0,87;0,00
01/10/2024;12328905;Assinante;Trial;C;RJ;0.868;10,00;2,90;0,00
01/10/2024;12335061;Assinante;Trial;C;CE;0.838;53,00;15,37;0,00
01/10/2024;12349317;Assinante;Trial;C;CE;0.885;1,00;0,29;0,00
01/10/2024;12369648;Assinante;Assinante;C;SP;0.821;186,00;53,94;260,40
01/10/2024;12383040;Assinante;Trial;C;MG;0.813;9,00;2,61;0,00
01/10/2024;12397404;Assinante;Assinante;B;CE;0.843;121,00;35,09;16939999999999900,00
01/10/2024;12398403;Assinante;Trial;C;RJ;0.86;27,00;7829999999999990,00;0,00
01/10/2024;12406881;Assinante;Trial;C;CE;0.821;24,00;6959999999999990,00;0,00
01/10/2024;12410472;Assinante;Trial;C;SP;0.843;84,00;24,36;0,00
01/10/2024;12426996;Assinante;Trial;C;SP;0.877;71,00;20,59;0,00
01/10/2024;12441657;Assinante;Trial;C;PB;0.864;91,00;26,39;0,00
01/10/2024;12445275;Assinante;Trial;C;SP;0.817;111,00;32,19;0,00
01/10/2024;12468630;Assinante;Trial;C;CE;0.817;68,00;19,72;0,00
01/10/2024;12470304;Assinante;Trial;C;SP;0.889;4,00;1,16;0,00
01/10/2024;12479349;Assinante;Trial;C;RJ;0.851;2,00;0,58;0,00
01/10/2024;12481644;Assinante;Assinante;C;SP;0.834;18,00;5,22;25,20
01/10/2024;12489447;Assinante;Trial;C;SP;0.83;41,00;11,89;0,00
01/10/2024;12493011;Trial;Trial;C;RJ;0.834;1,00;0,29;0,00
01/10/2024;12494253;Assinante;Trial;C;MG;0.868;8,00;2,32;0,00
01/10/2024;12511209;Trial Expirado;Trial;B;SP;0.843;153,00;44,37;0,00
01/10/2024;12518499;Assinante;Trial;C;MG;0.838;31,00;8,99;0,00
01/10/2024;12524817;Assinante;Trial;C;SP;0.885;14,00;4,06;0,00
01/10/2024;12547659;Assinante;Assinante;C;CE;0.855;9,00;2,61;12,60
01/10/2024;12556731;Trial;Trial;C;SP;0.864;0,00;0,00;0,00
01/10/2024;12558135;Trial;Trial;C;SP;0.8;1,00;0,29;0,00
01/10/2024;12558891;Trial;Trial;C;SP;0.826;0,00;0,00;0,00
01/10/2024;12560457;Trial;Trial;C;SP;0.821;0,00;0,00;0,00
01/10/2024;12561051;Trial;Trial;C;SP;0.847;0,00;0,00;0,00
01/10/2024;12561375;Trial Expirado;Trial;C;SP;0.872;92,00;26,68;0,00
01/10/2024;12566775;Trial;Trial;C;SP;0.864;0,00;0,00;0,00
01/10/2024;12567342;Assinante;Assinante;C;MG;0.834;30,00;8,70;42,00
01/10/2024;12568665;Trial;Trial;C;SP;0.851;0,00;0,00;0,00
01/10/2024;12581301;Assinante;Trial;C;RJ;0.804;3,00;0,87;0,00
01/10/2024;12584055;Assinante;Trial;B;CE;0.809;199,00;57,71;0,00
01/10/2024;12584190;Trial;Trial;C;SP;0.847;0,00;0,00;0,00
01/10/2024;12587970;Assinante;Trial;C;SP;0.834;208,00;6031999999999990,00;0,00
01/10/2024;12591507;Assinante;Assinante;C;RJ;0.868;238,00;69,02;333,20
01/10/2024;12591804;Assinante;Trial;C;CE;0.851;1,00;0,29;0,00
01/10/2024;12597906;Assinante;Trial;C;MG;0.86;19,00;5,51;0,00
01/10/2024;12600336;Trial;Trial;C;PB;0.838;3,00;0,87;0,00
01/10/2024;12600984;Trial;Trial;C;SP;0.847;0,00;0,00;0,00
01/10/2024;12605601;Assinante;Trial;C;PB;0.83;27,00;7829999999999990,00;0,00
01/10/2024;12607545;Assinante;Assinante;C;MG;0.889;63,00;18,27;8819999999999990,00
01/10/2024;12613296;Assinante;Trial;B;SP;0.855;397,00;115,13;0,00
01/10/2024;12615645;Assinante;Trial;B;CE;0.834;25,00;7249999999999990,00;0,00
01/10/2024;12617346;Assinante;Trial;C;SP;0.847;35,00;10,15;0,00
01/10/2024;12619398;Assinante;Assinante;C;SP;0.821;24,00;6959999999999990,00;33599999999999900,00
01/10/2024;12623988;Assinante;Trial;C;SP;0.826;22,00;6,38;0,00
01/10/2024;12629091;Assinante;Trial;C;SP;0.851;110,00;31,90;0,00
01/10/2024;12638406;Trial;Trial;C;RJ;0.843;0,00;0,00;0,00
01/10/2024;12638595;Trial;Trial;C;SP;0.86;1,00;0,29;0,00
01/10/2024;12638622;Trial;Trial;C;PB;0.847;1,00;0,29;0,00
01/10/2024;12638703;Trial;Trial;C;SP;0.889;1,00;0,29;0,00
