base_month;account_id;account_status;feature_status;segment;region;service_level;consumption;cost;revenue
01/07/2024;5178603;Assinante;Trial;C;SP;0.843;78,00;22,62;0,00
01/07/2024;5279178;Assinante;Trial;C;RJ;0.851;5,00;1,45;0,00
01/07/2024;5418930;Assinante;Trial;C;SP;0.843;105,00;30,45;0,00
01/07/2024;5434455;Assinante;Trial;C;MG;0.855;0,00;0,00;0,00
01/07/2024;5555793;Assinante;Trial;C;PB;0.872;15,00;4,35;0,00
01/07/2024;5631555;Assinante;Assinante;B;PB;0.834;122,00;35379999999999900,00;17079999999999900,00
01/07/2024;5691576;Assinante;Trial;C;SP;0.847;8,00;2,32;0,00
01/07/2024;5776599;Assinante;Trial;C;PB;0.838;6,00;17399999999999900,00;0,00
01/07/2024;5857977;Assinante;Trial;C;SP;0.834;6,00;17399999999999900,00;0,00
01/07/2024;5902446;Assinante;Trial;C;RJ;0.868;99,00;28,71;0,00
01/07/2024;5954691;Assinante;Trial;C;RJ;0.889;38,00;11,02;0,00
01/07/2024;5986254;Assinante;Trial;C;MG;0.796;22,00;6,38;0,00
01/07/2024;6034854;Assinante;Trial;C;SP;0.851;353,00;102,37;0,00
01/07/2024;6058533;Assinante;Trial;C;SP;0.821;73,00;21,17;0,00
01/07/2024;6060045;Assinante;Trial;B;SP;0.851;33,00;9,57;0,00
01/07/2024;6171609;Assinante;Trial;C;SP;0.847;72,00;20,88;0,00
01/07/2024;6191832;Assinante;Trial;C;PB;0.86;152,00;44,08;0,00
01/07/2024;6227850;Assinante;Trial;C;SP;0.843;18,00;5,22;0,00
01/07/2024;6237273;Assinante;Trial;C;SP;0.864;42,00;12,18;0,00
01/07/2024;6239163;Assinante;Assinante;C;SP;0.817;113,00;32,77;158,20
01/07/2024;6453192;Assinante;Trial;C;RJ;0.851;41,00;11,89;0,00
01/07/2024;6453381;Assinante;Trial;C;SP;0.826;62,00;17,98;0,00
01/07/2024;6488373;Assinante;Trial;C;CE;0.826;107,00;31,03;0,00
01/07/2024;6523527;Assinante;Trial;C;MG;0.855;20,00;5,80;0,00
01/07/2024;6576879;Assinante;Trial;C;CE;0.851;76,00;22,04;0,00
01/07/2024;6646026;Assinante;Trial;B;CE;0.838;331,00;95,99;0,00
01/07/2024;6652236;Assinante;Trial;B;SP;0.826;359,00;104,11;0,00
01/07/2024;6676509;Assinante;Trial;C;PB;0.864;0,00;0,00;0,00
01/07/2024;6686877;Assinante;Trial;C;RJ;0.813;167,00;48,43;0,00
01/07/2024;6688119;Assinante;Trial;C;PB;0.864;96,00;27,84;0,00
01/07/2024;6709584;Assinante;Trial;B;SP;0.864;13,00;3,77;0,00
01/07/2024;6730536;Assinante;Trial;C;SP;0.855;2,00;0,58;0,00
01/07/2024;6741795;Assinante;Assinante;C;PB;0.804;11,00;3,19;15,40
01/07/2024;6856707;Assinante;Trial;C;SP;0.902;6,00;17399999999999900,00;0,00
01/07/2024;6891807;Assinante;Trial;C;MG;0.813;53,00;15,37;0,00
01/07/2024;6894723;Assinante;Trial;C;SP;0.864;57,00;16529999999999900,00;0,00
01/07/2024;6956013;Assinante;Trial;C;RJ;0.83;15,00;4,35;0,00
01/07/2024;6960198;Assinante;Trial;C;RJ;0.813;11,00;3,19;0,00
01/07/2024;7037148;Desistente;Trial;C;SP;0.86;0,00;0,00;0,00
01/07/2024;7054077;Assinante;Trial;C;SP;0.834;8,00;2,32;0,00
01/07/2024;7075758;Assinante;Trial;B;MG;0.843;118,00;34,22;0,00
01/07/2024;7088826;Assinante;Trial;C;SP;0.817;24,00;6959999999999990,00;0,00
01/07/2024;7125060;Assinante;Trial;C;RJ;0.889;36,00;10,44;0,00
01/07/2024;7146930;Assinante;Trial;C;SP;0.838;21,00;6,09;0,00
01/07/2024;7229550;Assinante;Trial;C;SP;0.838;4,00;1,16;0,00
01/07/2024;7338549;Assinante;Trial;C;SP;0.826;148,00;42,92;0,00
01/07/2024;7351320;Assinante;Trial;C;SP;0.804;91,00;26,39;0,00
01/07/2024;7353075;Assinante;Trial;C;SP;0.851;192,00;5567999999999990,00;0,00
01/07/2024;7396329;Assinante;Assinante;C;SP;0.885;38,00;11,02;53,20
01/07/2024;7433697;Assinante;Trial;C;PB;0.834;71,00;20,59;0,00
01/07/2024;7633956;Assinante;Trial;C;PB;0.826;4,00;1,16;0,00
01/07/2024;7639383;Assinante;Trial;C;MG;0.847;17,00;4,93;0,00
01/07/2024;7646133;Assinante;Trial;C;SP;0.838;98,00;28,42;0,00
01/07/2024;7730508;Assinante;Trial;B;SP;0.834;37,00;10,73;0,00
01/07/2024;7876200;Assinante;Trial;C;SP;0.86;40,00;11,60;0,00
01/07/2024;7879737;Assinante;Trial;C;PB;0.838;29,00;8,41;0,00
01/07/2024;7921803;Assinante;Trial;C;SP;0.847;2,00;0,58;0,00
01/07/2024;7941594;Assinante;Trial;C;MG;0.826;2,00;0,58;0,00
01/07/2024;7943970;Assinante;Trial;C;SP;0.864;128,00;37,12;0,00
01/07/2024;7979097;Assinante;Trial;C;SP;0.864;1,00;0,29;0,00
01/07/2024;8179626;Assinante;Trial;C;SP;0.826;11,00;3,19;0,00
01/07/2024;8225580;Assinante;Trial;B;CE;0.809;36,00;10,44;0,00
01/07/2024;8327856;Assinante;Assinante;C;SP;0.838;80,00;23,20;112,00
01/07/2024;8341761;Assinante;Trial;C;PB;0.877;4697,00;1362,13;0,00
01/07/2024;8401485;Assinante;Trial;C;MG;0.843;24,00;6959999999999990,00;0,00
01/07/2024;8453082;Assinante;Assinante;C;PB;0.83;6,00;17399999999999900,00;8399999999999990,00
01/07/2024;8455215;Assinante;Trial;C;SP;0.843;27,00;7829999999999990,00;0,00
01/07/2024;8479920;Desistente;Trial;B;SP;0.834;18,00;5,22;0,00
01/07/2024;8482215;Assinante;Trial;C;SP;0.86;6,00;17399999999999900,00;0,00
01/07/2024;8515776;Assinante;Assinante;C;MG;0.851;37,00;10,73;51,80
01/07/2024;8543181;Assinante;Trial;C;RJ;0.872;0,00;0,00;0,00
01/07/2024;8620779;Assinante;Trial;C;CE;0.847;3,00;0,87;0,00
01/07/2024;8641677;Assinante;Trial;C;PB;0.864;0,00;0,00;0,00
01/07/2024;8782725;Assinante;Trial;C;PB;0.855;6,00;17399999999999900,00;0,00
01/07/2024;8886324;Assinante;Trial;C;SP;0.83;0,00;0,00;0,00
01/07/2024;8891184;Assinante;Trial;C;SP;0.851;15,00;4,35;0,00
01/07/2024;8958279;Assinante;Trial;C;SP;0.86;29,00;8,41;0,00
01/07/2024;9053616;Assinante;Trial;C;PB;0.817;2,00;0,58;0,00
01/07/2024;9082911;Assinante;Trial;C;SP;0.864;5,00;1,45;0,00
01/07/2024;9189399;Assinante;Trial;C;MG;0.847;42,00;12,18;0,00
01/07/2024;9361497;Assinante;Trial;C;PB;0.86;0,00;0,00;0,00
01/07/2024;9363144;Assinante;Trial;C;RJ;0.851;20,00;5,80;0,00
01/07/2024;9372378;Trial Expirado;Trial;C;RJ;0.855;13,00;3,77;0,00
01/07/2024;9384582;Assinante;Trial;C;SP;0.86;34,00;9,86;0,00
01/07/2024;9424191;Assinante;Trial;C;PB;0.826;49,00;14,21;0,00
01/07/2024;9549309;Trial Expirado;Trial;C;RJ;0.868;9,00;2,61;0,00
01/07/2024;9634926;Assinante;Trial;C;RJ;0.851;21,00;6,09;0,00
01/07/2024;9672429;Assinante;Trial;B;RJ;0.83;1,00;0,29;0,00
01/07/2024;9827463;Assinante;Trial;B;RJ;0.838;34,00;9,86;0,00
01/07/2024;9878250;Assinante;Trial;C;SP;0.826;64,00;18,56;0,00
01/07/2024;9908571;Assinante;Assinante;C;PB;0.864;118,00;34,22;165,20
01/07/2024;9968619;Assinante;Trial;C;SP;0.834;2,00;0,58;0,00
01/07/2024;9999264;Assinante;Trial;C;CE;0.868;6,00;17399999999999900,00;0,00
01/07/2024;10082127;Assinante;Trial;C;SP;0.847;1,00;0,29;0,00
01/07/2024;10163316;Assinante;Trial;B;CE;0.821;183,00;5306999999999990,00;0,00
01/07/2024;10213131;Assinante;Assinante;C;PB;0.813;29,00;8,41;40,60
01/07/2024;10216560;Assinante;Trial;C;PB;0.902;3,00;0,87;0,00
01/07/2024;10227414;Assinante;Trial;C;SP;0.864;32,00;9,28;0,00
01/07/2024;10260354;Assinante;Trial;B;PB;0.906;16,00;4,64;0,00
01/07/2024;10292754;Assinante;Trial;B;SP;0.877;18,00;5,22;0,00
01/07/2024;10324101;Assinante;Trial;C;RJ;0.838;2,00;0,58;0,00
01/07/2024;10326585;Assinante;Trial;C;SP;0.885;87,00;25,23;0,00
01/07/2024;10439067;Assinante;Trial;C;SP;0.86;2,00;0,58;0,00
01/07/2024;10450299;Assinante;Trial;C;SP;0.843;12,00;34799999999999900,00;0,00
01/07/2024;10468065;Assinante;Trial;C;SP;0.851;2,00;0,58;0,00
01/07/2024;10526331;Assinante;Trial;C;RJ;0.894;11,00;3,19;0,00
01/07/2024;10534998;Desistente;Trial;C;SP;0.877;7,00;2,03;0,00
01/07/2024;10535025;Assinante;Trial;B;SP;0.83;10,00;2,90;0,00
01/07/2024;10647210;Assinante;Trial;C;RJ;0.83;323,00;93,67;0,00
01/07/2024;10655418;Assinante;Trial;C;SP;0.894;40,00;11,60;0,00
01/07/2024;10684011;Assinante;Trial;C;MG;0.813;6,00;17399999999999900,00;0,00
01/07/2024;10691517;Assinante;Trial;C;PB;0.834;63,00;18,27;0,00
01/07/2024;10692030;Assinante;Trial;C;SP;0.821;3,00;0,87;0,00
01/07/2024;10697214;Assinante;Trial;B;SP;0.843;751,00;217,79;0,00
01/07/2024;10790337;Assinante;Trial;C;PB;0.83;8,00;2,32;0,00
01/07/2024;10791147;Assinante;Trial;C;SP;0.809;0,00;0,00;0,00
01/07/2024;10793172;Assinante;Trial;B;SP;0.843;1,00;0,29;0,00
01/07/2024;10814610;Assinante;Trial;C;PB;0.847;58,00;16,82;0,00
01/07/2024;10817094;Assinante;Trial;B;SP;0.83;686,00;198,94;0,00
01/07/2024;10847199;Assinante;Assinante;C;RJ;0.86;2,00;0,58;2,80
01/07/2024;10934409;Assinante;Trial;C;RJ;0.86;6,00;17399999999999900,00;0,00
01/07/2024;10955955;Desistente;Trial;C;SP;0.885;8,00;2,32;0,00
01/07/2024;10969212;Assinante;Assinante;C;MG;0.847;44,00;12,76;61,60
01/07/2024;10973910;Assinante;Trial;B;PB;0.821;5,00;1,45;0,00
01/07/2024;10984629;Assinante;Assinante;C;SP;0.847;112,00;32,48;15679999999999900,00
01/07/2024;11002746;Assinante;Trial;C;SP;0.851;76,00;22,04;0,00
01/07/2024;11022726;Trial Expirado;Trial;C;SP;0.847;1,00;0,29;0,00
01/07/2024;11164476;Assinante;Trial;C;PB;0.83;5,00;1,45;0,00
01/07/2024;11167068;Assinante;Trial;C;CE;0.843;108,00;31,32;0,00
01/07/2024;11178003;Assinante;Trial;C;SP;0.881;139,00;40,31;0,00
01/07/2024;11232354;Assinante;Trial;B;SP;0.868;406,00;117,74;0,00
01/07/2024;11294481;Assinante;Trial;B;PB;0.834;19,00;5,51;0,00
01/07/2024;11364897;Assinante;Trial;C;SP;0.851;2,00;0,58;0,00
01/07/2024;11386362;Assinante;Assinante;C;RJ;0.86;7,00;2,03;9,80
01/07/2024;11419842;Assinante;Trial;C;RJ;0.826;3,00;0,87;0,00
01/07/2024;11445141;Assinante;Assinante;C;RJ;0.83;12,00;34799999999999900,00;16799999999999900,00
01/07/2024;11510211;Assinante;Trial;C;CE;0.86;21,00;6,09;0,00
01/07/2024;11701884;Assinante;Trial;C;RJ;0.834;0,00;0,00;0,00
01/07/2024;11707338;Assinante;Trial;C;MG;0.851;20,00;5,80;0,00
01/07/2024;11713521;Assinante;Trial;C;RJ;0.864;23,00;6,67;0,00
01/07/2024;11723889;Assinante;Trial;B;SP;0.821;70,00;20,30;0,00
01/07/2024;11795412;Assinante;Trial;C;SP;0.885;19,00;5,51;0,00
01/07/2024;11818119;Assinante;Assinante;C;PB;0.864;14,00;4,06;19,60
01/07/2024;11871876;Assinante;Trial;B;RJ;0.817;101,00;29,29;0,00
01/07/2024;11889291;Assinante;Trial;C;RJ;0.864;43,00;12,47;0,00
01/07/2024;11951013;Assinante;Trial;C;CE;0.83;7,00;2,03;0,00
01/07/2024;11974314;Assinante;Trial;C;RJ;0.834;6,00;17399999999999900,00;0,00
01/07/2024;11978742;Assinante;Trial;C;MG;0.868;12,00;34799999999999900,00;0,00
01/07/2024;11988057;Assinante;Trial;C;RJ;0.821;5,00;1,45;0,00
01/07/2024;12014139;Assinante;Assinante;C;SP;0.86;88,00;25,52;123,20
01/07/2024;12026991;Assinante;Trial;C;RJ;0.83;10,00;2,90;0,00
01/07/2024;12066384;Assinante;Trial;C;MG;0.813;0,00;0,00;0,00
01/07/2024;12078561;Trial Expirado;Trial;C;SP;0.821;2,00;0,58;0,00
01/07/2024;12080100;Assinante;Trial;C;PB;0.868;1,00;0,29;0,00
01/07/2024;12091305;Assinante;Trial;C;RJ;0.83;12,00;34799999999999900,00;0,00
01/07/2024;12096543;Assinante;Trial;B;SP;0.868;26,00;7539999999999990,00;0,00
01/07/2024;12117576;Assinante;Trial;C;PB;0.838;0,00;0,00;0,00
01/07/2024;12141903;Assinante;Trial;C;SP;0.817;8,00;2,32;0,00
01/07/2024;12149436;Assinante;Assinante;B;RJ;0.821;122,00;35379999999999900,00;17079999999999900,00
01/07/2024;12162747;Assinante;Trial;B;SP;0.885;20,00;5,80;0,00
01/07/2024;12176031;Assinante;Trial;C;PB;0.838;0,00;0,00;0,00
01/07/2024;12178650;Assinante;Assinante;C;CE;0.83;41,00;11,89;57,40
01/07/2024;12187290;Assinante;Assinante;C;CE;0.796;72,00;20,88;100,80
01/07/2024;12231624;Assinante;Trial;C;CE;0.881;4,00;1,16;0,00
01/07/2024;12237969;Trial;Trial;;RJ;0.868;0,00;0,00;0,00
01/07/2024;12240075;Assinante;Trial;B;PB;0.851;641,00;185,89;0,00
01/07/2024;12240426;Assinante;Trial;C;SP;0.851;19,00;5,51;0,00
01/07/2024;12241074;Assinante;Trial;C;SP;0.86;0,00;0,00;0,00
01/07/2024;12281925;Assinante;Trial;C;PB;0.838;22,00;6,38;0,00
01/07/2024;12320697;Assinante;Trial;C;SP;0.872;3,00;0,87;0,00
01/07/2024;12322236;Assinante;Trial;C;RJ;0.821;117,00;33,93;0,00
01/07/2024;12369648;Assinante;Trial;C;SP;0.864;151,00;43,79;0,00
01/07/2024;12410013;Assinante;Trial;B;MG;0.821;8,00;2,32;0,00
01/07/2024;12415224;Assinante;Trial;C;SP;0.804;1040,00;301,60;0,00
01/07/2024;12417357;Assinante;Trial;C;PB;0.834;4,00;1,16;0,00
01/07/2024;12472842;Assinante;Trial;C;RJ;0.847;1,00;0,29;0,00
01/07/2024;12492606;Assinante;Trial;C;SP;0.83;1,00;0,29;0,00
01/07/2024;12512235;Assinante;Trial;C;MG;0.821;8,00;2,32;0,00
01/07/2024;12537372;Trial;Trial;C;PB;0.881;0,00;0,00;0,00
01/07/2024;12547659;Assinante;Assinante;C;CE;0.847;13,00;3,77;18,20
01/07/2024;12549927;Assinante;Trial;C;SP;0.843;28,00;8,12;0,00
01/07/2024;12561051;Trial;Trial;C;SP;0.834;0,00;0,00;0,00
01/07/2024;12564372;Assinante;Trial;C;SP;0.847;42,00;12,18;0,00
01/07/2024;12566775;Trial;Trial;C;SP;0.86;0,00;0,00;0,00
01/07/2024;12585108;Assinante;Trial;C;SP;0.834;52,00;15079999999999900,00;0,00
01/07/2024;12587376;Assinante;Trial;C;SP;0.851;4,00;1,16;0,00
01/07/2024;12591507;Assinante;Assinante;C;RJ;0.86;321,00;93,09;449,40
01/07/2024;12603144;Assinante;Trial;C;SP;0.894;4,00;1,16;0,00
01/07/2024;12615861;Trial;Trial;C;RJ;0.83;0,00;0,00;0,00
01/07/2024;12638595;Trial;Trial;C;SP;0.872;2,00;0,58;0,00
01/07/2024;12639675;Trial;Trial;C;SP;0.864;0,00;0,00;0,00
01/07/2024;12645102;Assinante;Trial;C;PB;0.872;28,00;8,12;0,00
01/07/2024;12650232;Trial;Trial;C;RJ;0.834;0,00;0,00;0,00
01/07/2024;12651447;Trial;Trial;C;RJ;0.83;3,00;0,87;0,00
01/07/2024;12651906;Trial;Trial;C;SP;0.864;1,00;0,29;0,00
01/07/2024;12664434;Trial Expirado;Trial;C;CE;0.86;1,00;0,29;0,00
01/07/2024;12669915;Trial Expirado;Trial;C;RJ;0.838;0,00;0,00;0,00
01/07/2024;12678366;Trial;Trial;C;CE;0.855;0,00;0,00;0,00
01/07/2024;12679662;Trial;Trial;C;RJ;0.847;0,00;0,00;0,00
01/07/2024;12693108;Assinante;Trial;C;CE;0.826;43,00;12,47;0,00
01/07/2024;12703071;Assinante;Trial;C;MG;0.847;7,00;2,03;0,00
01/07/2024;12723753;Trial;Trial;C;SP;0.838;3,00;0,87;0,00
01/07/2024;12727074;Trial Expirado;Trial;C;SP;0.855;18,00;5,22;0,00
01/07/2024;12743058;Assinante;Trial;C;SP;0.834;38,00;11,02;0,00
01/07/2024;12752049;Trial Expirado;Trial;C;SP;0.851;148,00;42,92;0,00
01/07/2024;12753615;Desistente;Trial;C;SP;0.855;0,00;0,00;0,00
01/07/2024;12778023;Trial;Trial;C;SP;0.881;0,00;0,00;0,00
01/07/2024;12801081;Assinante;Trial;C;MG;0.885;8,00;2,32;0,00
01/07/2024;12851841;Assinante;Assinante;B;PB;0.868;116,00;33,64;16239999999999900,00
01/07/2024;12870093;Trial;Trial;C;SP;0.877;0,00;0,00;0,00
01/07/2024;12900792;Assinante;Trial;C;RJ;0.821;4,00;1,16;0,00
01/07/2024;12955899;Assinante;Trial;C;RJ;0.872;22,00;6,38;0,00
01/07/2024;12970668;Assinante;Trial;C;SP;0.838;19,00;5,51;0,00
01/07/2024;12987327;Assinante;Trial;C;RJ;0.838;2,00;0,58;0,00
01/07/2024;12989649;Assinante;Trial;C;SP;0.83;22,00;6,38;0,00
01/07/2024;12994482;Trial;Trial;C;SP;0.906;0,00;0,00;0,00
01/07/2024;13002528;Assinante;Assinante;B;SP;0.847;44,00;12,76;61,60
01/07/2024;13220796;Trial;Trial;C;SP;0.855;1,00;0,29;0,00
01/07/2024;13310463;Assinante;Trial;C;SP;0.855;107,00;31,03;0,00
01/07/2024;13340055;Assinante;Trial;C;SP;0.838;64,00;18,56;0,00
01/07/2024;13341351;Assinante;Trial;B;SP;0.877;19,00;5,51;0,00
01/07/2024;13352367;Trial;Trial;;MG;0.838;1,00;0,29;0,00
01/07/2024;13391382;Assinante;Assinante;C;PB;0.855;32,00;9,28;44,80
01/07/2024;13419840;Assinante;Trial;B;PB;0.868;79,00;22,91;0,00
01/07/2024;13465227;Assinante;Assinante;C;SP;0.843;157,00;45,53;219,80
01/07/2024;13484586;Assinante;Trial;C;PB;0.851;2,00;0,58;0,00
01/07/2024;13521009;Assinante;Assinante;C;SP;0.872;5,00;1,45;7,00
01/07/2024;13531404;Assinante;Trial;C;CE;0.847;2,00;0,58;0,00
01/07/2024;13555353;Assinante;Trial;C;SP;0.847;4,00;1,16;0,00
01/07/2024;13572795;Assinante;Trial;C;RJ;0.864;30,00;8,70;0,00
01/07/2024;13574469;Assinante;Assinante;C;SP;0.868;99,00;28,71;138,60
01/07/2024;13596528;Assinante;Trial;C;RJ;0.83;18,00;5,22;0,00
01/07/2024;13613592;Trial Expirado;Trial;C;PB;0.889;49,00;14,21;0,00
01/07/2024;13623663;Assinante;Assinante;B;SP;0.864;11,00;3,19;15,40
01/07/2024;13635732;Trial Expirado;Trial;C;PB;0.838;38,00;11,02;0,00
01/07/2024;13649178;Trial Expirado;Trial;C;SP;0.838;133,00;38,57;0,00
01/07/2024;13658628;Assinante;Trial;C;CE;0.843;14,00;4,06;0,00
01/07/2024;13662381;Assinante;Assinante;B;SP;0.843;48,00;13919999999999900,00;6719999999999990,00
01/07/2024;13664433;Assinante;Trial;B;PB;0.851;44,00;12,76;0,00
01/07/2024;13670211;Desistente;Trial;C;SP;0.855;4,00;1,16;0,00
01/07/2024;13670697;Assinante;Trial;C;SP;0.872;1,00;0,29;0,00
01/07/2024;13674693;Assinante;Trial;C;SP;0.894;34,00;9,86;0,00
01/07/2024;13682739;Assinante;Trial;C;RJ;0.834;94,00;27,26;0,00
01/07/2024;13718244;Trial Expirado;Trial;C;SP;0.86;1,00;0,29;0,00
01/07/2024;13751724;Trial;Trial;C;SP;0.864;9,00;2,61;0,00
01/07/2024;13770435;Assinante;Trial;C;RJ;0.813;21,00;6,09;0,00
01/07/2024;13776537;Assinante;Trial;B;PB;0.877;86,00;24,94;0,00
01/07/2024;13798407;Trial Expirado;Trial;C;CE;0.864;0,00;0,00;0,00
01/07/2024;13810368;Assinante;Assinante;C;SP;0.843;33,00;9,57;46,20
01/07/2024;13814931;Assinante;Assinante;B;CE;0.813;145,00;42,05;203,00
01/07/2024;13831293;Assinante;Assinante;C;RJ;0.847;33,00;9,57;46,20
01/07/2024;13839798;Trial Expirado;Trial;C;SP;0.843;3,00;0,87;0,00
01/07/2024;13869525;Trial Expirado;Trial;B;PB;0.868;8,00;2,32;0,00
01/07/2024;13871982;Assinante;Trial;C;SP;0.855;8,00;2,32;0,00
01/07/2024;13873305;Trial Expirado;Trial;C;SP;0.843;3,00;0,87;0,00
01/07/2024;13906947;Assinante;Trial;C;MG;0.851;122,00;35379999999999900,00;0,00
01/07/2024;13907892;Assinante;Trial;C;SP;0.868;39,00;11,31;0,00
01/07/2024;13917855;Assinante;Assinante;B;SP;0.813;227,00;65,83;31779999999999900,00
01/07/2024;13927926;Trial;Trial;C;SP;0.868;0,00;0,00;0,00
01/07/2024;13938240;Trial Expirado;Trial;C;SP;0.847;6,00;17399999999999900,00;0,00
01/07/2024;13939347;Assinante;Assinante;C;SP;0.86;3,00;0,87;4199999999999990,00
01/07/2024;13945152;Assinante;Trial;B;RJ;0.86;19,00;5,51;0,00
01/07/2024;13983168;Trial Expirado;Trial;C;CE;0.826;9,00;2,61;0,00
01/07/2024;13989729;Trial Expirado;Trial;C;SP;0.855;63,00;18,27;0,00
01/07/2024;14007846;Assinante;Assinante;C;RJ;0.868;62,00;17,98;86,80
01/07/2024;14010195;Assinante;Assinante;C;MG;0.817;5,00;1,45;7,00
01/07/2024;14016945;Trial Expirado;Trial;C;RJ;0.809;1,00;0,29;0,00
01/07/2024;14018592;Trial Expirado;Trial;C;SP;0.843;0,00;0,00;0,00
01/07/2024;14020860;Trial Expirado;Trial;C;SP;0.86;0,00;0,00;0,00
01/07/2024;14036088;Assinante;Assinante;B;RJ;0.877;18,00;5,22;25,20
01/07/2024;14040516;Assinante;Assinante;C;RJ;0.86;325,00;94,25;455,00
01/07/2024;14041083;Assinante;Trial;C;SP;0.843;2,00;0,58;0,00
01/07/2024;14042649;Desistente;Trial;C;RJ;0.843;72,00;20,88;0,00
01/07/2024;14045376;Assinante;Trial;C;PB;0.86;1,00;0,29;0,00
01/07/2024;14045484;Trial Expirado;Trial;B;RJ;0.826;58,00;16,82;0,00
01/07/2024;14047752;Assinante;Trial;C;PB;0.868;4,00;1,16;0,00
01/07/2024;14048643;Trial Expirado;Trial;B;SP;0.843;6,00;17399999999999900,00;0,00
01/07/2024;14057067;Trial Expirado;Trial;C;SP;0.834;59,00;17,11;0,00
01/07/2024;14057634;Trial;Trial;C;RJ;0.843;0,00;0,00;0,00
01/07/2024;14063331;Trial Expirado;Trial;C;PB;0.813;10,00;2,90;0,00
01/07/2024;14066787;Trial Expirado;Trial;C;CE;0.86;2,00;0,58;0,00
01/07/2024;14069784;Trial Expirado;Trial;C;CE;0.889;0,00;0,00;0,00
01/07/2024;14070999;Trial Expirado;Trial;C;SP;0.86;3,00;0,87;0,00
01/07/2024;14071431;Trial Expirado;Trial;C;SP;0.851;4,00;1,16;0,00
01/07/2024;14073159;Assinante;Trial;C;SP;0.864;52,00;15079999999999900,00;0,00
01/07/2024;14076534;Assinante;Assinante;C;RJ;0.821;9,00;2,61;12,60
01/07/2024;14080746;Trial Expirado;Trial;C;PB;0.838;3,00;0,87;0,00
01/07/2024;14083527;Assinante;Trial;B;RJ;0.843;6,00;17399999999999900,00;0,00
01/07/2024;14086551;Assinante;Assinante;C;SP;0.864;32,00;9,28;44,80
01/07/2024;14086632;Trial;Trial;C;SP;0.838;1,00;0,29;0,00
01/07/2024;14087037;Assinante;Assinante;C;SP;0.847;50,00;14499999999999900,00;70,00
01/07/2024;14088522;Trial Expirado;Trial;C;SP;0.843;17,00;4,93;0,00
01/07/2024;14091924;Assinante;Assinante;C;SP;0.864;6,00;17399999999999900,00;8399999999999990,00
01/07/2024;14093895;Trial Expirado;Trial;C;SP;0.877;1,00;0,29;0,00
01/07/2024;14101428;Trial Expirado;Trial;;PB;0.834;1,00;0,29;0,00
01/07/2024;14104668;Trial Expirado;Trial;;SP;0.851;0,00;0,00;0,00
01/07/2024;14104992;Assinante;Assinante;C;SP;0.851;3,00;0,87;4199999999999990,00
01/07/2024;14107773;Trial Expirado;Trial;C;SP;0.809;2,00;0,58;0,00
01/07/2024;14108205;Trial Expirado;Trial;;SP;0.826;23,00;6,67;0,00
01/07/2024;14121381;Trial Expirado;Trial;C;SP;0.864;1,00;0,29;0,00
01/07/2024;14124081;Assinante;Assinante;C;RJ;0.868;42,00;12,18;58,80
01/07/2024;14124405;Trial Expirado;Trial;;MG;0.86;1,00;0,29;0,00
01/07/2024;14129967;Assinante;Trial;C;RJ;0.83;1,00;0,29;0,00
01/07/2024;14131209;Trial Expirado;Trial;C;RJ;0.864;5,00;1,45;0,00
01/07/2024;14134152;Assinante;Trial;C;SP;0.834;2,00;0,58;0,00
01/07/2024;14134206;Assinante;Assinante;C;SP;0.838;46,00;13,34;6439999999999990,00
01/07/2024;14134638;Trial Expirado;Trial;;SP;0.911;4,00;1,16;0,00
01/07/2024;14140416;Assinante;Trial;C;SP;0.868;6,00;17399999999999900,00;0,00
01/07/2024;14140605;Assinante;Trial;C;SP;0.868;20,00;5,80;0,00
01/07/2024;14141199;Trial Expirado;Trial;C;SP;0.864;6,00;17399999999999900,00;0,00
01/07/2024;14143737;Trial Expirado;Trial;C;PB;0.843;1,00;0,29;0,00
01/07/2024;14148867;Trial Expirado;Trial;B;PB;0.864;81,00;23,49;0,00
01/07/2024;14153160;Trial Expirado;Trial;C;PB;0.877;33,00;9,57;0,00
01/07/2024;14154267;Trial Expirado;Trial;C;RJ;0.872;0,00;0,00;0,00
01/07/2024;14154753;Assinante;Assinante;C;PB;0.834;84,00;24,36;117,60
01/07/2024;14157291;Assinante;Assinante;C;SP;0.889;27,00;7829999999999990,00;37,80
01/07/2024;14166363;Trial Expirado;Trial;C;SP;0.868;7,00;2,03;0,00
01/07/2024;14169144;Assinante;Assinante;C;SP;0.889;16,00;4,64;22,40
01/07/2024;14170035;Assinante;Trial;C;SP;0.877;58,00;16,82;0,00
01/07/2024;14172465;Assinante;Trial;C;CE;0.834;1,00;0,29;0,00
01/07/2024;14172492;Trial Expirado;Trial;C;CE;0.847;1,00;0,29;0,00
01/07/2024;14176002;Assinante;Assinante;C;SP;0.851;63,00;18,27;8819999999999990,00
01/07/2024;14178486;Trial Expirado;Trial;C;SP;0.838;29,00;8,41;0,00
01/07/2024;14182536;Assinante;Assinante;C;CE;0.834;9,00;2,61;12,60
01/07/2024;14183022;Trial Expirado;Trial;C;SP;0.838;1,00;0,29;0,00
01/07/2024;14187423;Assinante;Trial;C;PB;0.855;0,00;0,00;0,00
01/07/2024;14192067;Trial;Trial;C;CE;0.843;1,00;0,29;0,00
01/07/2024;14195658;Trial Expirado;Trial;C;RJ;0.847;20,00;5,80;0,00
